timestamp,t_days,G,DNI,GHI,T_amb,pressure_hPa,doy_sin,doy_cos,hour_sin,hour_cos,PR_raw,P
2019-01-01 14:30:00,0.208333,0.504891,0.014286,0.328586,0.184932,0.730496,0.508604,0.999931,0.19646,0.124535,0.883595,30.97
2019-01-01 14:45:00,0.21875,0.544018,0.014286,0.342828,0.208904,0.723404,0.508604,0.999931,0.171059,0.149553,0.875963,32.98
2019-01-01 15:00:00,0.229167,0.48909,0.015306,0.303154,0.205479,0.716312,0.508604,0.999931,0.147076,0.176511,0.883235,30.03
2019-01-01 15:15:00,0.239583,0.367946,0.013265,0.219736,0.200342,0.713948,0.508604,0.999931,0.124613,0.205294,1.053565,27.34
2019-01-01 15:30:00,0.25,0.487585,0.013265,0.283825,0.196918,0.711584,0.508604,0.999931,0.103767,0.235779,0.930088,31.53
2019-01-01 15:45:00,0.260417,0.334838,0.010204,0.190234,0.210616,0.706856,0.508604,0.999931,0.084627,0.267834,0.976842,23.2
2019-01-01 16:00:00,0.270833,0.389014,0.012245,0.190234,0.202055,0.70922,0.508604,0.999931,0.067275,0.301324,0.881901,24.12
2019-01-01 16:15:00,0.28125,0.312265,0.012245,0.139369,0.203767,0.706856,0.508604,0.999931,0.051785,0.336103,0.85573,19.04
2019-01-01 16:30:00,0.291667,0.322047,0.012245,0.144456,0.200342,0.70922,0.508604,0.999931,0.038224,0.372024,0.878603,20.12
2019-01-01 16:45:00,0.302083,0.212942,0.010204,0.105799,0.200342,0.70922,0.508604,0.999931,0.026649,0.408933,0.715655,11.2
2019-01-01 17:00:00,0.3125,0.091798,0.006122,0.072228,0.193493,0.706856,0.508604,0.999931,0.01711,0.446671,0.742105,5.64
2019-01-01 17:15:00,0.322917,0.046652,0.003061,0.052899,0.184932,0.713948,0.508604,0.999931,0.009649,0.485077,0.726087,3.34
2019-01-01 17:30:00,0.333333,0.012039,0.00102,0.035605,0.178082,0.723404,0.508604,0.999931,0.004296,0.523986,0.691304,1.59
2019-01-02 09:30:00,1.0,0.013544,0.008163,0.012208,0.020548,0.742317,0.517203,0.999709,0.807836,0.124535,0.433333,1.04
2019-01-02 09:45:00,1.010417,0.060948,0.011224,0.025432,0.042808,0.739953,0.517203,0.999709,0.781126,0.101564,0.454054,2.52
2019-01-02 10:00:00,1.020833,0.142212,0.036735,0.049847,0.041096,0.737589,0.517203,0.999709,0.753222,0.080739,0.413699,4.53
2019-01-02 10:15:00,1.03125,0.213695,0.04898,0.074262,0.041096,0.735225,0.517203,0.999709,0.724242,0.062149,0.495541,7.78
2019-01-02 10:30:00,1.041667,0.282919,0.058163,0.102747,0.053082,0.728132,0.517203,0.999709,0.694312,0.045874,0.689163,13.99
2019-01-02 10:45:00,1.052083,0.34161,0.047959,0.131231,0.068493,0.72104,0.517203,0.999709,0.663558,0.031982,0.790909,19.14
2019-01-02 11:00:00,1.0625,0.393529,0.05,0.163784,0.092466,0.711584,0.517203,0.999709,0.632113,0.020535,0.81953,22.66
2019-01-02 11:15:00,1.072917,0.434913,0.04898,0.19532,0.106164,0.704492,0.517203,0.999709,0.600112,0.01158,0.841118,25.57
2019-01-02 11:30:00,1.083333,0.468021,0.047959,0.226857,0.116438,0.699764,0.517203,0.999709,0.567691,0.005156,0.861656,28.09
2019-01-02 11:45:00,1.09375,0.500376,0.04898,0.258393,0.09589,0.692671,0.517203,0.999709,0.53499,0.00129,0.871655,30.29
2019-01-02 12:00:00,1.104167,0.527464,0.043878,0.28586,0.109589,0.695035,0.517203,0.999709,0.502148,0.0,0.8829,32.27
2019-01-02 12:15:00,1.114583,0.5538,0.040816,0.312309,0.111301,0.6974,0.517203,0.999709,0.469306,0.00129,0.886423,33.95
2019-01-02 12:30:00,1.125,0.580135,0.037755,0.338759,0.106164,0.695035,0.517203,0.999709,0.436605,0.005156,0.883895,35.4
2019-01-02 12:45:00,1.135417,0.597442,0.031633,0.35707,0.111301,0.695035,0.517203,0.999709,0.404184,0.01158,0.885922,36.5
2019-01-02 13:00:00,1.145833,0.613995,0.028571,0.373347,0.114726,0.6974,0.517203,0.999709,0.372183,0.020535,0.884161,37.4
2019-01-02 13:15:00,1.15625,0.629797,0.02551,0.389624,0.116438,0.695035,0.517203,0.999709,0.340738,0.031982,0.878893,38.1
2019-01-02 13:30:00,1.166667,0.636569,0.022449,0.407935,0.125,0.685579,0.517203,0.999709,0.309984,0.045874,0.875114,38.33
2019-01-02 13:45:00,1.177083,0.632054,0.018367,0.445575,0.145548,0.680851,0.517203,0.999709,0.280054,0.062149,0.881839,38.36
2019-01-02 14:00:00,1.1875,0.632807,0.019388,0.415056,0.133562,0.673759,0.517203,0.999709,0.251074,0.080739,0.877153,38.2
2019-01-02 14:15:00,1.197917,0.61851,0.018367,0.381485,0.140411,0.669031,0.517203,0.999709,0.22317,0.101564,0.885446,37.72
2019-01-02 14:30:00,1.208333,0.608728,0.018367,0.369278,0.14726,0.666667,0.517203,0.999709,0.19646,0.124535,0.874851,36.7
2019-01-02 14:45:00,1.21875,0.58766,0.016327,0.348932,0.15411,0.666667,0.517203,0.999709,0.171059,0.149553,0.877682,35.59
2019-01-02 15:00:00,1.229167,0.533484,0.015306,0.306205,0.157534,0.661939,0.517203,0.999709,0.147076,0.176511,0.926658,34.24
2019-01-02 15:15:00,1.239583,0.528969,0.015306,0.295015,0.157534,0.661939,0.517203,0.999709,0.124613,0.205294,0.917599,33.63
2019-01-02 15:30:00,1.25,0.504138,0.014286,0.266531,0.172945,0.661939,0.517203,0.999709,0.103767,0.235779,0.913429,31.97
2019-01-02 15:45:00,1.260417,0.471031,0.013265,0.234995,0.178082,0.664303,0.517203,0.999709,0.084627,0.267834,0.91128,29.89
2019-01-02 16:00:00,1.270833,0.44319,0.014286,0.203459,0.172945,0.666667,0.517203,0.999709,0.067275,0.301324,0.878837,27.2
2019-01-02 16:15:00,1.28125,0.382995,0.013265,0.163784,0.169521,0.673759,0.517203,0.999709,0.051785,0.336103,0.870501,23.46
2019-01-02 16:30:00,1.291667,0.326561,0.012245,0.126144,0.166096,0.685579,0.517203,0.999709,0.038224,0.372024,0.779741,18.09
2019-01-02 16:45:00,1.302083,0.263356,0.011224,0.093591,0.164384,0.690307,0.517203,0.999709,0.026649,0.408933,0.751579,14.28
2019-01-02 17:00:00,1.3125,0.235515,0.009184,0.079349,0.162671,0.6974,0.517203,0.999709,0.01711,0.446671,0.594169,10.19
2019-01-02 17:15:00,1.322917,0.165538,0.008163,0.055951,0.159247,0.6974,0.517203,0.999709,0.009649,0.485077,0.4488,5.61
2019-01-02 17:30:00,1.333333,0.124153,0.007143,0.036623,0.15411,0.702128,0.517203,0.999709,0.004296,0.523986,0.365128,3.56
2019-01-02 17:45:00,1.34375,0.043642,0.005102,0.020346,0.155822,0.704492,0.517203,0.999709,0.001075,0.563232,0.370455,1.63
2019-01-03 09:30:00,2.0,0.023326,0.014286,0.012208,0.017123,0.834515,0.525796,0.999339,0.807836,0.124535,0.340984,1.04
2019-01-03 09:45:00,2.010417,0.051919,0.007143,0.02238,0.018836,0.839243,0.525796,0.999339,0.781126,0.101564,0.531313,2.63
2019-01-03 10:00:00,2.020833,0.159518,0.046939,0.049847,0.02226,0.843972,0.525796,0.999339,0.753222,0.080739,0.400826,4.85
2019-01-03 10:15:00,2.03125,0.233258,0.059184,0.07528,0.032534,0.846336,0.525796,0.999339,0.724242,0.062149,0.485294,8.25
2019-01-03 10:30:00,2.041667,0.298721,0.067347,0.104781,0.037671,0.843972,0.525796,0.999339,0.694312,0.045874,0.686651,14.66
2019-01-03 10:45:00,2.052083,0.352897,0.053061,0.134283,0.05137,0.836879,0.525796,0.999339,0.663558,0.031982,0.781162,19.49
2019-01-03 11:00:00,2.0625,0.397291,0.055102,0.163784,0.061644,0.839243,0.525796,0.999339,0.632113,0.020535,0.821147,22.91
2019-01-03 11:15:00,2.072917,0.413093,0.05102,0.185148,0.077055,0.834515,0.525796,0.999339,0.600112,0.01158,0.88152,25.52
2019-01-03 11:30:00,2.083333,0.455229,0.053061,0.217701,0.09589,0.827423,0.525796,0.999339,0.567691,0.005156,0.874331,27.76
2019-01-03 11:45:00,2.09375,0.47705,0.05102,0.244151,0.109589,0.825059,0.525796,0.999339,0.53499,0.00129,0.862048,28.62
2019-01-03 12:00:00,2.104167,0.523702,0.047959,0.279756,0.125,0.820331,0.525796,0.999339,0.502148,0.0,0.887052,32.2
2019-01-03 12:15:00,2.114583,0.554552,0.043878,0.310275,0.135274,0.820331,0.525796,0.999339,0.469306,0.00129,0.873272,33.49
2019-01-03 12:30:00,2.125,0.583898,0.038776,0.336724,0.143836,0.810875,0.525796,0.999339,0.436605,0.005156,0.872953,35.18
2019-01-03 12:45:00,2.135417,0.598947,0.035714,0.355036,0.152397,0.810875,0.525796,0.999339,0.404184,0.01158,0.878935,36.3
2019-01-03 13:00:00,2.145833,0.608728,0.029592,0.36826,0.160959,0.803783,0.525796,0.999339,0.372183,0.020535,0.876758,36.78
2019-01-03 13:15:00,2.15625,0.623777,0.026531,0.382503,0.169521,0.799054,0.525796,0.999339,0.340738,0.031982,0.867753,37.27
2019-01-03 13:30:00,2.166667,0.612491,0.021429,0.389624,0.181507,0.791962,0.525796,0.999339,0.309984,0.045874,0.883412,37.28
2019-01-03 13:45:00,2.177083,0.606471,0.022449,0.419125,0.195205,0.789598,0.525796,0.999339,0.280054,0.062149,0.882775,36.9
2019-01-03 14:00:00,2.1875,0.616253,0.019388,0.408952,0.195205,0.78487,0.525796,0.999339,0.251074,0.080739,0.891873,37.86
2019-01-03 14:15:00,2.197917,0.610986,0.017347,0.373347,0.183219,0.780142,0.525796,0.999339,0.22317,0.101564,0.896675,37.75
2019-01-03 14:30:00,2.208333,0.582393,0.019388,0.349949,0.174658,0.780142,0.525796,0.999339,0.19646,0.124535,0.907711,36.49
2019-01-03 14:45:00,2.21875,0.575621,0.016327,0.338759,0.17637,0.775414,0.525796,0.999339,0.171059,0.149553,0.91044,36.19
2019-01-03 15:00:00,2.229167,0.537998,0.016327,0.30824,0.181507,0.777778,0.525796,0.999339,0.147076,0.176511,0.942819,35.12
2019-01-03 15:15:00,2.239583,0.521445,0.014286,0.287894,0.179795,0.775414,0.525796,0.999339,0.124613,0.205294,0.929184,33.59
2019-01-03 15:30:00,2.25,0.485327,0.013265,0.254323,0.183219,0.775414,0.525796,0.999339,0.103767,0.235779,0.933037,31.49
2019-01-03 15:45:00,2.260417,0.446953,0.014286,0.220753,0.186644,0.775414,0.525796,0.999339,0.084627,0.267834,0.915385,28.56
2019-01-03 16:00:00,2.270833,0.413845,0.013265,0.189217,0.191781,0.77305,0.525796,0.999339,0.067275,0.301324,0.882414,25.59
2019-01-03 16:15:00,2.28125,0.38149,0.013265,0.160732,0.191781,0.777778,0.525796,0.999339,0.051785,0.336103,0.861825,23.14
2019-01-03 16:30:00,2.291667,0.337848,0.012245,0.131231,0.190068,0.780142,0.525796,0.999339,0.038224,0.372024,0.83382,19.97
2019-01-03 16:45:00,2.302083,0.297968,0.011224,0.106816,0.186644,0.782506,0.525796,0.999339,0.026649,0.408933,0.750235,15.98
2019-01-03 17:00:00,2.3125,0.250564,0.010204,0.084435,0.188356,0.78487,0.525796,0.999339,0.01711,0.446671,0.609366,11.06
2019-01-03 17:15:00,2.322917,0.186606,0.009184,0.062055,0.184932,0.791962,0.525796,0.999339,0.009649,0.485077,0.444604,6.18
2019-01-03 17:30:00,2.333333,0.102333,0.007143,0.035605,0.178082,0.791962,0.525796,0.999339,0.004296,0.523986,0.378313,3.14
2019-01-03 17:45:00,2.34375,0.03386,0.005102,0.017294,0.174658,0.794326,0.525796,0.999339,0.001075,0.563232,0.394667,1.48
2019-01-04 09:30:00,3.0,0.03085,0.014286,0.021363,0.056507,0.787234,0.534381,0.998821,0.807836,0.124535,0.416901,1.48
2019-01-04 09:45:00,3.010417,0.035365,0.006122,0.030519,0.063356,0.789598,0.534381,0.998821,0.781126,0.101564,0.745455,2.87
2019-01-04 10:00:00,3.020833,0.161776,0.05,0.054934,0.077055,0.789598,0.534381,0.998821,0.753222,0.080739,0.401633,4.92
2019-01-04 10:15:00,3.03125,0.236268,0.063265,0.079349,0.078767,0.791962,0.534381,0.998821,0.724242,0.062149,0.485465,8.35
2019-01-04 10:30:00,3.041667,0.293454,0.068367,0.107833,0.090753,0.789598,0.534381,0.998821,0.694312,0.045874,0.707619,14.86
2019-01-04 10:45:00,3.052083,0.335591,0.052041,0.143438,0.104452,0.782506,0.534381,0.998821,0.663558,0.031982,0.805882,19.18
2019-01-04 11:00:00,3.0625,0.297216,0.039796,0.149542,0.116438,0.775414,0.534381,0.998821,0.632113,0.020535,0.842353,17.9
2019-01-04 11:15:00,3.072917,0.361174,0.041837,0.189217,0.130137,0.768322,0.534381,0.998821,0.600112,0.01158,0.826275,21.07
2019-01-04 11:30:00,3.083333,0.40933,0.042857,0.233978,0.155822,0.763593,0.534381,0.998821,0.567691,0.005156,0.831707,23.87
2019-01-04 11:45:00,3.09375,0.34161,0.029592,0.213632,0.183219,0.754137,0.534381,0.998821,0.53499,0.00129,0.780165,18.88
2019-01-04 12:00:00,3.104167,0.229496,0.015306,0.171923,0.184932,0.744681,0.534381,0.998821,0.502148,0.0,0.922985,15.46
2019-01-04 12:15:00,3.114583,0.159518,0.006122,0.160732,0.195205,0.747045,0.534381,0.998821,0.469306,0.00129,0.993388,12.02
2019-01-04 12:30:00,3.125,0.167795,0.006122,0.177009,0.193493,0.735225,0.534381,0.998821,0.436605,0.005156,1.059289,13.4
2019-01-04 12:45:00,3.135417,0.287434,0.016327,0.233978,0.186644,0.730496,0.534381,0.998821,0.404184,0.01158,1.058252,21.8
2019-01-04 13:00:00,3.145833,0.316027,0.014286,0.253306,0.190068,0.728132,0.534381,0.998821,0.372183,0.020535,0.894667,20.13
2019-01-04 13:15:00,3.15625,0.213695,0.009184,0.208545,0.188356,0.723404,0.534381,0.998821,0.340738,0.031982,0.961146,15.09
2019-01-04 13:30:00,3.166667,0.180587,0.006122,0.200407,0.186644,0.72104,0.534381,0.998821,0.309984,0.045874,1.01037,13.64
2019-01-04 13:45:00,3.177083,0.249059,0.010204,0.231943,0.186644,0.718676,0.534381,0.998821,0.280054,0.062149,0.94626,17.08
2019-01-04 14:00:00,3.1875,0.264861,0.010204,0.229908,0.186644,0.72104,0.534381,0.998821,0.251074,0.080739,0.955497,18.25
2019-01-04 14:15:00,3.197917,0.507901,0.014286,0.36826,0.193493,0.716312,0.534381,0.998821,0.22317,0.101564,0.854752,30.13
2019-01-04 14:30:00,3.208333,0.352144,0.014286,0.23703,0.195205,0.702128,0.534381,0.998821,0.19646,0.124535,1.036948,25.82
2019-01-04 14:45:00,3.21875,0.513168,0.017347,0.317396,0.19863,0.6974,0.534381,0.998821,0.171059,0.149553,0.969101,34.5
2019-01-04 15:00:00,3.229167,0.429646,0.019388,0.268566,0.191781,0.6974,0.534381,0.998821,0.147076,0.176511,0.682196,20.5
2019-01-04 15:15:00,3.239583,0.21219,0.005102,0.19532,0.188356,0.695035,0.534381,0.998821,0.124613,0.205294,0.761538,11.88
2019-01-04 15:30:00,3.25,0.170053,0.003061,0.179044,0.186644,0.6974,0.534381,0.998821,0.103767,0.235779,1.095312,14.02
2019-01-04 15:45:00,3.260417,0.376223,0.010204,0.256358,0.196918,0.6974,0.534381,0.998821,0.084627,0.267834,0.847925,22.47
2019-01-04 16:00:00,3.270833,0.428141,0.012245,0.226857,0.224315,0.685579,0.534381,0.998821,0.067275,0.301324,0.865109,25.91
2019-01-04 16:15:00,3.28125,0.390519,0.015306,0.17294,0.215753,0.683215,0.534381,0.998821,0.051785,0.336103,0.86776,23.82
2019-01-04 16:30:00,3.291667,0.345372,0.013265,0.138352,0.212329,0.678487,0.534381,0.998821,0.038224,0.372024,0.829857,20.29
2019-01-04 16:45:00,3.302083,0.271633,0.011224,0.09766,0.224315,0.673759,0.534381,0.998821,0.026649,0.408933,0.768286,15.02
2019-01-04 17:00:00,3.3125,0.220467,0.011224,0.076297,0.224315,0.664303,0.534381,0.998821,0.01711,0.446671,0.625387,10.1
2019-01-04 17:15:00,3.322917,0.155756,0.009184,0.056968,0.219178,0.666667,0.534381,0.998821,0.009649,0.485077,0.498734,5.91
2019-01-04 17:30:00,3.333333,0.082017,0.007143,0.034588,0.214041,0.666667,0.534381,0.998821,0.004296,0.523986,0.480576,3.34
2019-01-04 17:45:00,3.34375,0.027088,0.004082,0.018311,0.214041,0.661939,0.534381,0.998821,0.001075,0.563232,0.515152,1.7
2019-01-05 09:45:00,4.010417,0.023326,0.006122,0.020346,0.061644,0.588652,0.542957,0.998156,0.781126,0.101564,0.632787,1.93
2019-01-05 10:00:00,4.020833,0.041384,0.011224,0.027467,0.075342,0.591017,0.542957,0.998156,0.753222,0.080739,0.710588,3.02
2019-01-05 10:15:00,4.03125,0.16629,0.047959,0.055951,0.090753,0.598109,0.542957,0.998156,0.724242,0.062149,0.585657,7.35
2019-01-05 10:30:00,4.041667,0.245297,0.064286,0.079349,0.101027,0.602837,0.542957,0.998156,0.694312,0.045874,0.705618,12.56
2019-01-05 10:45:00,4.052083,0.34161,0.063265,0.116989,0.092466,0.591017,0.542957,0.998156,0.663558,0.031982,0.788843,19.09
2019-01-05 11:00:00,4.0625,0.389014,0.064286,0.143438,0.109589,0.591017,0.542957,0.998156,0.632113,0.020535,0.826325,22.6
2019-01-05 11:15:00,4.072917,0.432656,0.067347,0.17294,0.119863,0.591017,0.542957,0.998156,0.600112,0.01158,0.84562,25.58
2019-01-05 11:30:00,4.083333,0.474041,0.067347,0.206511,0.106164,0.588652,0.542957,0.998156,0.567691,0.005156,0.848182,27.99
2019-01-05 11:45:00,4.09375,0.478555,0.064286,0.218718,0.136986,0.586288,0.542957,0.998156,0.53499,0.00129,0.916216,30.51
2019-01-05 12:00:00,4.104167,0.504891,0.060204,0.249237,0.130137,0.586288,0.542957,0.998156,0.502148,0.0,0.904993,31.72
2019-01-05 12:15:00,4.114583,0.570354,0.059184,0.29705,0.135274,0.591017,0.542957,0.998156,0.469306,0.00129,0.867513,34.18
2019-01-05 12:30:00,4.125,0.576373,0.05102,0.310275,0.140411,0.588652,0.542957,0.998156,0.436605,0.005156,0.887186,35.31
2019-01-05 12:45:00,4.135417,0.603461,0.046939,0.332655,0.152397,0.591017,0.542957,0.998156,0.404184,0.01158,0.876202,36.45
2019-01-05 13:00:00,4.145833,0.6155,0.040816,0.347915,0.150685,0.591017,0.542957,0.998156,0.372183,0.020535,0.875943,37.14
2019-01-05 13:15:00,4.15625,0.625282,0.035714,0.360122,0.169521,0.588652,0.542957,0.998156,0.340738,0.031982,0.873868,37.62
2019-01-05 13:30:00,4.166667,0.630549,0.031633,0.375381,0.166096,0.586288,0.542957,0.998156,0.309984,0.045874,0.868664,37.7
2019-01-05 13:45:00,4.177083,0.633559,0.027551,0.419125,0.164384,0.586288,0.542957,0.998156,0.280054,0.062149,0.859174,37.46
2019-01-05 14:00:00,4.1875,0.629797,0.02551,0.404883,0.171233,0.586288,0.542957,0.998156,0.251074,0.080739,0.863437,37.43
2019-01-05 14:15:00,4.197917,0.616253,0.020408,0.356053,0.190068,0.583924,0.542957,0.998156,0.22317,0.101564,0.868787,36.88
2019-01-05 14:30:00,4.208333,0.589917,0.017347,0.33469,0.203767,0.583924,0.542957,0.998156,0.19646,0.124535,0.889681,36.21
2019-01-05 14:45:00,4.21875,0.575621,0.017347,0.31943,0.207192,0.579196,0.542957,0.998156,0.171059,0.149553,0.890818,35.41
2019-01-05 15:00:00,4.229167,0.552295,0.018367,0.298067,0.195205,0.574468,0.542957,0.998156,0.147076,0.176511,0.898953,34.34
2019-01-05 15:15:00,4.239583,0.520692,0.016327,0.2706,0.202055,0.572104,0.542957,0.998156,0.124613,0.205294,0.91385,32.99
2019-01-05 15:30:00,4.25,0.493604,0.015306,0.244151,0.202055,0.574468,0.542957,0.998156,0.103767,0.235779,0.911953,31.28
2019-01-05 15:45:00,4.260417,0.459744,0.015306,0.214649,0.207192,0.576832,0.542957,0.998156,0.084627,0.267834,0.903276,28.95
2019-01-05 16:00:00,4.270833,0.427389,0.015306,0.186165,0.196918,0.58156,0.542957,0.998156,0.067275,0.301324,0.881605,26.36
2019-01-05 16:15:00,4.28125,0.387509,0.014286,0.155646,0.195205,0.588652,0.542957,0.998156,0.051785,0.336103,0.862385,23.5
2019-01-05 16:30:00,4.291667,0.345372,0.012245,0.127162,0.196918,0.591017,0.542957,0.998156,0.038224,0.372024,0.815951,19.95
2019-01-05 16:45:00,4.302083,0.302483,0.013265,0.102747,0.196918,0.595745,0.542957,0.998156,0.026649,0.408933,0.738889,15.96
2019-01-05 17:00:00,4.3125,0.245297,0.011224,0.079349,0.191781,0.600473,0.542957,0.998156,0.01711,0.446671,0.639326,11.38
2019-01-05 17:15:00,4.322917,0.187359,0.010204,0.061038,0.188356,0.605201,0.542957,0.998156,0.009649,0.485077,0.473835,6.61
2019-01-05 17:30:00,4.333333,0.118134,0.008163,0.038657,0.190068,0.614657,0.542957,0.998156,0.004296,0.523986,0.390374,3.65
2019-01-05 17:45:00,4.34375,0.049661,0.006122,0.020346,0.184932,0.619385,0.542957,0.998156,0.001075,0.563232,0.377083,1.81
2019-01-05 18:00:00,4.354167,0.000752,0.003061,0.008138,0.172945,0.626478,0.542957,0.998156,0.0,0.602647,0.322581,0.5
2019-01-06 09:30:00,5.0,0.009782,0.010204,0.010173,0.097603,0.841608,0.55152,0.997344,0.807836,0.124535,0.4,0.86
2019-01-06 09:45:00,5.010417,0.024078,0.009184,0.02238,0.097603,0.846336,0.55152,0.997344,0.781126,0.101564,0.774194,2.4
2019-01-06 10:00:00,5.020833,0.150489,0.053061,0.046796,0.101027,0.851064,0.55152,0.997344,0.753222,0.080739,0.405217,4.66
2019-01-06 10:15:00,5.03125,0.179082,0.059184,0.055951,0.097603,0.855792,0.55152,0.997344,0.724242,0.062149,0.550746,7.38
2019-01-06 10:30:00,5.041667,0.222724,0.060204,0.080366,0.107877,0.855792,0.55152,0.997344,0.694312,0.045874,0.759509,12.38
2019-01-06 10:45:00,5.052083,0.288939,0.056122,0.107833,0.116438,0.851064,0.55152,0.997344,0.663558,0.031982,0.863285,17.87
2019-01-06 11:00:00,5.0625,0.388262,0.070408,0.140387,0.136986,0.853428,0.55152,0.997344,0.632113,0.020535,0.78315,21.38
2019-01-06 11:15:00,5.072917,0.353649,0.059184,0.137335,0.160959,0.851064,0.55152,0.997344,0.600112,0.01158,0.9712,24.28
2019-01-06 11:30:00,5.083333,0.439428,0.069388,0.181078,0.181507,0.846336,0.55152,0.997344,0.567691,0.005156,0.856026,26.28
2019-01-06 11:45:00,5.09375,0.434161,0.060204,0.193286,0.191781,0.841608,0.55152,0.997344,0.53499,0.00129,0.850412,25.81
2019-01-06 12:00:00,5.104167,0.501129,0.064286,0.23296,0.188356,0.836879,0.55152,0.997344,0.502148,0.0,0.899713,31.31
2019-01-06 12:15:00,5.114583,0.534989,0.063265,0.256358,0.202055,0.834515,0.55152,0.997344,0.469306,0.00129,0.887179,32.87
2019-01-06 12:30:00,5.125,0.574116,0.058163,0.290946,0.208904,0.829787,0.55152,0.997344,0.436605,0.005156,0.873897,34.65
2019-01-06 12:45:00,5.135417,0.62152,0.055102,0.327569,0.186644,0.825059,0.55152,0.997344,0.404184,0.01158,0.826402,35.37
2019-01-06 13:00:00,5.145833,0.62152,0.045918,0.335707,0.190068,0.815603,0.55152,0.997344,0.372183,0.020535,0.844626,36.15
2019-01-06 13:15:00,5.15625,0.607223,0.040816,0.332655,0.193493,0.822695,0.55152,0.997344,0.340738,0.031982,0.876941,36.7
2019-01-06 13:30:00,5.166667,0.626787,0.035714,0.35707,0.193493,0.817967,0.55152,0.997344,0.309984,0.045874,0.87416,37.72
2019-01-06 13:45:00,5.177083,0.644093,0.032653,0.412004,0.195205,0.815603,0.55152,0.997344,0.280054,0.062149,0.851693,37.73
2019-01-06 14:00:00,5.1875,0.638826,0.027551,0.39471,0.19863,0.808511,0.55152,0.997344,0.251074,0.080739,0.85529,37.59
2019-01-06 14:15:00,5.197917,0.620767,0.02551,0.339776,0.202055,0.803783,0.55152,0.997344,0.22317,0.101564,0.820819,35.09
2019-01-06 14:30:00,5.208333,0.602709,0.018367,0.325534,0.219178,0.799054,0.55152,0.997344,0.19646,0.124535,0.874368,36.33
2019-01-06 14:45:00,5.21875,0.579383,0.018367,0.306205,0.224315,0.794326,0.55152,0.997344,0.171059,0.149553,0.88575,35.43
2019-01-06 15:00:00,5.229167,0.556057,0.016327,0.283825,0.226027,0.791962,0.55152,0.997344,0.147076,0.176511,0.862679,33.17
2019-01-06 15:15:00,5.239583,0.520692,0.015306,0.260427,0.232877,0.787234,0.55152,0.997344,0.124613,0.205294,0.869806,31.4
